RUA LIBERDADE                                                           PRIMAVERA                                                               RIO BRANCO                                                              ACRE                                                                    AC69911400 
RUA CAMÉLIAS                                                            PRIMAVERA                                                               RIO BRANCO                                                              ACRE                                                                    AC69911510 
RUA PARAÍSO                                                             PRIMAVERA                                                               RIO BRANCO                                                              ACRE                                                                    AC69911450 
RUA ADOLFO BARBOSA LEITE                                                QUINZE                                                                  RIO BRANCO                                                              ACRE                                                                    AC69901240 
BOULEVARD AUGUSTO MONTEIRO                                              QUINZE                                                                  RIO BRANCO                                                              ACRE                                                                    AC69901230 
RUA DEZESSEIS DE OUTUBRO                                                QUINZE                                                                  RIO BRANCO                                                              ACRE                                                                    AC69901200 
RUA FLÁVIO BATISTA                                                      QUINZE                                                                  RIO BRANCO                                                              ACRE                                                                    AC69901350 
RUA GUILHERMINO BASTOS                                                  QUINZE                                                                  RIO BRANCO                                                              ACRE                                                                    AC69901340 
TRAVESSA HERNANDES FERNANDES                                            QUINZE                                                                  RIO BRANCO                                                              ACRE                                                                    AC69901360 
TRAVESSA ONÓFRIO ALVES                                                  QUINZE                                                                  RIO BRANCO                                                              ACRE                                                                    AC69901290 
RUA ONÓFRIO ALVES DAS NEVES                                             QUINZE                                                                  RIO BRANCO                                                              ACRE                                                                    AC69901310 
RUA JOÃO DE OLIVEIRA ROLA                                               QUINZE                                                                  RIO BRANCO                                                              ACRE                                                                    AC69901330 
RUA NOSSA SENHORA DA CONCEIÇÃO                                          QUINZE                                                                  RIO BRANCO                                                              ACRE                                                                    AC69901250 
RUA NOSSA SENHORA DAS GRAÇAS                                            QUINZE                                                                  RIO BRANCO                                                              ACRE                                                                    AC69901260 
ESTRADA PARTICULAR                                                      QUINZE                                                                  RIO BRANCO                                                              ACRE                                                                    AC69901255 
RUA QUARENTA                                                            QUINZE                                                                  RIO BRANCO                                                              ACRE                                                                    AC69901220 
RUA QUINARI                                                             QUINZE                                                                  RIO BRANCO                                                              ACRE                                                                    AC69901320 
RUA TIRADENTES                                                          QUINZE                                                                  RIO BRANCO                                                              ACRE                                                                    AC69901270 
TRAVESSA TIRADENTES                                                     QUINZE                                                                  RIO BRANCO                                                              ACRE                                                                    AC69901275 
RUA CAXIAS                                                              QUINZE                                                                  RIO BRANCO                                                              ACRE                                                                    AC69901280 
RUA JÚLIO CAMILO DE OLIVEIRA                                            QUINZE                                                                  RIO BRANCO                                                              ACRE                                                                    AC69901210 
TRAVESSA AZIZ                                                           QUINZE                                                                  RIO BRANCO                                                              ACRE                                                                    AC69901300 
RUA ABELHAS                                                             SANTA QUITÉRIA                                                          RIO BRANCO                                                              ACRE                                                                    AC69914370 
RUA AQUARELA                                                            SANTA QUITÉRIA                                                          RIO BRANCO                                                              ACRE                                                                    AC69914340 
RUA BOTAFOGO                                                            SANTA QUITÉRIA                                                          RIO BRANCO                                                              ACRE                                                                    AC69914360 
RUA JOSÉ MAGALHÃES                                                      SANTA QUITÉRIA                                                          RIO BRANCO                                                              ACRE                                                                    AC69914320 
RUA PADRE CÍCERO                                                        SANTA QUITÉRIA                                                          RIO BRANCO                                                              ACRE                                                                    AC69914350 
RUA ANTÔNIO PINHEIRO SOBRINHO                                           SANTA QUITÉRIA                                                          RIO BRANCO                                                              ACRE                                                                    AC69914355 
RUA C                                                                   SÃO FRANCISCO                                                           RIO BRANCO                                                              ACRE                                                                    AC69907300 
CONJUNTO CASA NOVA                                                      SÃO FRANCISCO                                                           RIO BRANCO                                                              ACRE                                                                    AC69907321 
RUA D                                                                   SÃO FRANCISCO                                                           RIO BRANCO                                                              ACRE                                                                    AC69907310 
RUA LUIZ GONZAGA                                                        SÃO FRANCISCO                                                           RIO BRANCO                                                              ACRE                                                                    AC69907360 
CONJUNTO OSCAR PASSOS                                                   SÃO FRANCISCO                                                           RIO BRANCO                                                              ACRE                                                                    AC69909041 
RUA PRIMAVERA                                                           SÃO FRANCISCO                                                           RIO BRANCO                                                              ACRE                                                                    AC69907290 
ESTRADA SANTA INÊS                                                      SÃO FRANCISCO                                                           RIO BRANCO                                                              ACRE                                                                    AC69909011 
ESTRADA SÃO FRANCISCO                                                   SÃO FRANCISCO                                                           RIO BRANCO                                                              ACRE                                                                    AC69909021 
CONJUNTO SÃO FRANCISCO                                                  SÃO FRANCISCO                                                           RIO BRANCO                                                              ACRE                                                                    AC69907301 
CONJUNTO TIARAJÚ                                                        SÃO FRANCISCO                                                           RIO BRANCO                                                              ACRE                                                                    AC69907331 
RUA B                                                                   SÃO FRANCISCO                                                           RIO BRANCO                                                              ACRE                                                                    AC69907320 
CONJUNTO TROPICAL I, II, III                                            SÃO FRANCISCO                                                           RIO BRANCO                                                              ACRE                                                                    AC69907311 
RUA JOAQUIM M. MACEDO                                                   SÃO FRANCISCO                                                           RIO BRANCO                                                              ACRE                                                                    AC69909031 
TRAVESSA SANTA INÊS                                                     SÃO FRANCISCO                                                           RIO BRANCO                                                              ACRE                                                                    AC69907340 
TRAVESSA CABANELAS                                                      SEIS DE AGOSTO                                                          RIO BRANCO                                                              ACRE                                                                    AC69901090 
TRAVESSA CEARENSE                                                       SEIS DE AGOSTO                                                          RIO BRANCO                                                              ACRE                                                                    AC69901100 
BECO COMARA                                                             SEIS DE AGOSTO                                                          RIO BRANCO                                                              ACRE                                                                    AC69901190 
RUA CUNHA MATOS                                                         SEIS DE AGOSTO                                                          RIO BRANCO                                                              ACRE                                                                    AC69901170 
RUA DOZE DE OUTUBRO                                                     SEIS DE AGOSTO                                                          RIO BRANCO                                                              ACRE                                                                    AC69901120 
RUA ÉDEN                                                                SEIS DE AGOSTO                                                          RIO BRANCO                                                              ACRE                                                                    AC69901130 
RUA EDSON MENDES                                                        SEIS DE AGOSTO                                                          RIO BRANCO                                                              ACRE                                                                    AC69901040 
RUA EDUARDO ASSMAR                                                      SEIS DE AGOSTO                                                          RIO BRANCO                                                              ACRE                                                                    AC69901160 
RUA HIDALDO DE LIMA                                                     SEIS DE AGOSTO                                                          RIO BRANCO                                                              ACRE                                                                    AC69901050 
RUA PEREIRA PASSOS                                                      SEIS DE AGOSTO                                                          RIO BRANCO                                                              ACRE                                                                    AC69901010 
RUA PIO NAZÁRIO                                                         SEIS DE AGOSTO                                                          RIO BRANCO                                                              ACRE                                                                    AC69901070 
TRAVESSA PRAXEDES                                                       SEIS DE AGOSTO                                                          RIO BRANCO                                                              ACRE                                                                    AC69901080 
RUA PRIMEIRO DE MAIO                                                    SEIS DE AGOSTO                                                          RIO BRANCO                                                              ACRE                                                                    AC69901020 
RUA SANTA TEREZINHA                                                     SEIS DE AGOSTO                                                          RIO BRANCO                                                              ACRE                                                                    AC69901110 
BECO SÃO DOMINGOS                                                       SEIS DE AGOSTO                                                          RIO BRANCO                                                              ACRE                                                                    AC69901140 
RUA SEIS DE AGOSTO                                                      SEIS DE AGOSTO                                                          RIO BRANCO                                                              ACRE                                                                    AC69901000 
RUA TRINTA E UM DE MARÇO                                                SEIS DE AGOSTO                                                          RIO BRANCO                                                              ACRE                                                                    AC69901030 
RUA VINTE E QUATRO DE JANEIRO                                           SEIS DE AGOSTO                                                          RIO BRANCO                                                              ACRE                                                                    AC69901150 
RUA VIRGÍLIO LIMA                                                       SEIS DE AGOSTO                                                          RIO BRANCO                                                              ACRE                                                                    AC69901060 
RODOVIA AC-040                                                          SEIS DE AGOSTO                                                          RIO BRANCO                                                              ACRE                                                                    AC69901180 
TRAVESSA CEARÁ                                                          SOBRAL                                                                  RIO BRANCO                                                              ACRE                                                                    AC69903670 
TRAVESSA HAVAÍ                                                          SOBRAL                                                                  RIO BRANCO                                                              ACRE                                                                    AC69903680 
TRAVESSA QUATRO DE OUTUBRO                                              SOBRAL                                                                  RIO BRANCO                                                              ACRE                                                                    AC69903640 
RUA RÁDIO FAROL                                                         SOBRAL                                                                  RIO BRANCO                                                              ACRE                                                                    AC69903660 
TRAVESSA RAMOS FERREIRA                                                 SOBRAL                                                                  RIO BRANCO                                                              ACRE                                                                    AC69903620 
RUA SÃO LUCAS                                                           SOBRAL                                                                  RIO BRANCO                                                              ACRE                                                                    AC69903690 
TRAVESSA SÃO PEDRO                                                      SOBRAL                                                                  RIO BRANCO                                                              ACRE                                                                    AC69903630 
RUA SÃO SALVADOR                                                        SOBRAL                                                                  RIO BRANCO                                                              ACRE                                                                    AC69903610 
RUA SOBRAL                                                              SOBRAL                                                                  RIO BRANCO                                                              ACRE                                                                    AC69903700 
ESTRADA SOBRAL                                                          SOBRAL                                                                  RIO BRANCO                                                              ACRE                                                                    AC69903705 
TRAVESSA RÁDIO FAROL                                                    SOBRAL                                                                  RIO BRANCO                                                              ACRE                                                                    AC69903650 
RUA 20 DE NOVEMBRO                                                      SOBRAL                                                                  RIO BRANCO                                                              ACRE                                                                    AC69903695 
RUA CINCO                                                               TANCREDO NEVES                                                          RIO BRANCO                                                              ACRE                                                                    AC69918070 
RUA DEZ                                                                 TANCREDO NEVES                                                          RIO BRANCO                                                              ACRE                                                                    AC69918120 
RUA DEZENOVE                                                            TANCREDO NEVES                                                          RIO BRANCO                                                              ACRE                                                                    AC69918230 
RUA DEZESSEIS                                                           TANCREDO NEVES                                                          RIO BRANCO                                                              ACRE                                                                    AC69918180 
RUA DEZESSETE                                                           TANCREDO NEVES                                                          RIO BRANCO                                                              ACRE                                                                    AC69918190 
RUA DEZOITO                                                             TANCREDO NEVES                                                          RIO BRANCO                                                              ACRE                                                                    AC69918220 
RUA DOIS                                                                TANCREDO NEVES                                                          RIO BRANCO                                                              ACRE                                                                    AC69918040 
AVENIDA DOIS                                                            TANCREDO NEVES                                                          RIO BRANCO                                                              ACRE                                                                    AC69918010 
ESTRADA JUAREZ TÁVORA                                                   TANCREDO NEVES                                                          RIO BRANCO                                                              ACRE                                                                    AC69918400 
RUA NOVE                                                                TANCREDO NEVES                                                          RIO BRANCO                                                              ACRE                                                                    AC69918110 
RUA OITO                                                                TANCREDO NEVES                                                          RIO BRANCO                                                              ACRE                                                                    AC69918100 
RUA ONZE                                                                TANCREDO NEVES                                                          RIO BRANCO                                                              ACRE                                                                    AC69918130 
RUA QUATORZE                                                            TANCREDO NEVES                                                          RIO BRANCO                                                              ACRE                                                                    AC69918160 
RUA QUATRO                                                              TANCREDO NEVES                                                          RIO BRANCO                                                              ACRE                                                                    AC69918060 
RUA SEIS                                                                TANCREDO NEVES                                                          RIO BRANCO                                                              ACRE                                                                    AC69918080 
RUA SETE                                                                TANCREDO NEVES                                                          RIO BRANCO                                                              ACRE                                                                    AC69918090 
RUA TRÊS                                                                TANCREDO NEVES                                                          RIO BRANCO                                                              ACRE                                                                    AC69918050 
AVENIDA TRÊS                                                            TANCREDO NEVES                                                          RIO BRANCO                                                              ACRE                                                                    AC69918000 
RUA TREZE                                                               TANCREDO NEVES                                                          RIO BRANCO                                                              ACRE                                                                    AC69918150 
RUA TRINTA E CINCO                                                      TANCREDO NEVES                                                          RIO BRANCO                                                              ACRE                                                                    AC69918390 
RUA TRINTA E DOIS                                                       TANCREDO NEVES                                                          RIO BRANCO                                                              ACRE                                                                    AC69918360 
RUA TRINTA E QUATRO                                                     TANCREDO NEVES                                                          RIO BRANCO                                                              ACRE                                                                    AC69918380 
RUA TRINTA E TRÊS                                                       TANCREDO NEVES                                                          RIO BRANCO                                                              ACRE                                                                    AC69918370 
RUA TRINTA E UM                                                         TANCREDO NEVES                                                          RIO BRANCO                                                              ACRE                                                                    AC69918350 
RUA UM                                                                  TANCREDO NEVES                                                          RIO BRANCO                                                              ACRE                                                                    AC69918030 
RUA VINTE                                                               TANCREDO NEVES                                                          RIO BRANCO                                                              ACRE                                                                    AC69918240 
RUA VINTE E CINCO                                                       TANCREDO NEVES                                                          RIO BRANCO                                                              ACRE                                                                    AC69918290 
RUA VINTE E DOIS                                                        TANCREDO NEVES                                                          RIO BRANCO                                                              ACRE                                                                    AC69918260 
RUA VINTE E NOVE                                                        TANCREDO NEVES                                                          RIO BRANCO                                                              ACRE                                                                    AC69918330 
RUA VINTE E OITO                                                        TANCREDO NEVES                                                          RIO BRANCO                                                              ACRE                                                                    AC69918320 
RUA VINTE E QUATRO                                                      TANCREDO NEVES                                                          RIO BRANCO                                                              ACRE                                                                    AC69918280 
RUA VINTE E SEIS                                                        TANCREDO NEVES                                                          RIO BRANCO                                                              ACRE                                                                    AC69918300 
RUA VINTE E SETE                                                        TANCREDO NEVES                                                          RIO BRANCO                                                              ACRE                                                                    AC69918310 
RUA VINTE E TRÊS                                                        TANCREDO NEVES                                                          RIO BRANCO                                                              ACRE                                                                    AC69918270 
RUA QUINZE                                                              TANCREDO NEVES                                                          RIO BRANCO                                                              ACRE                                                                    AC69918170 
RUA DOZE                                                                TANCREDO NEVES                                                          RIO BRANCO                                                              ACRE                                                                    AC69918140 
RUA VINTE E UM                                                          TANCREDO NEVES                                                          RIO BRANCO                                                              ACRE                                                                    AC69918250 
RUA TRINTA                                                              TANCREDO NEVES                                                          RIO BRANCO                                                              ACRE                                                                    AC69918340 
AVENIDA UM                                                              TANCREDO NEVES                                                          RIO BRANCO                                                              ACRE                                                                    AC69918020 
RUA DOIS DE ABRIL                                                       TANCREDO NEVES                                                          RIO BRANCO                                                              ACRE                                                                    AC69918245 
RUA ACRE                                                                TAQUARI                                                                 RIO BRANCO                                                              ACRE                                                                    AC69902240 
TRAVESSA BAGUARY                                                        TAQUARI                                                                 RIO BRANCO                                                              ACRE                                                                    AC69902220 
RUA BAIXA VERDE                                                         TAQUARI                                                                 RIO BRANCO                                                              ACRE                                                                    AC69902180 
RUA BEIRA-RIO                                                           TAQUARI                                                                 RIO BRANCO                                                              ACRE                                                                    AC69902250 
RUA LOURIVAL RIBEIRO                                                    TAQUARI                                                                 RIO BRANCO                                                              ACRE                                                                    AC69902160 
RUA NOSSA SENHORA DE FÁTIMA                                             TAQUARI                                                                 RIO BRANCO                                                              ACRE                                                                    AC69902170 
RUA PASSEIO                                                             TAQUARI                                                                 RIO BRANCO                                                              ACRE                                                                    AC69902200 
RUA PAZ                                                                 TAQUARI                                                                 RIO BRANCO                                                              ACRE                                                                    AC69902190 
RUA AMIZADE                                                             TAQUARI                                                                 RIO BRANCO                                                              ACRE                                                                    AC69902230 
RUA BAGUARY                                                             TAQUARI                                                                 RIO BRANCO                                                              ACRE                                                                    AC69902210 
RUA MARIA DE LOURDES                                                    TAQUARI                                                                 RIO BRANCO                                                              ACRE                                                                    AC69902150 
RUA A                                                                   TERMINAL CADEIA VELHA                                                   RIO BRANCO                                                              ACRE                                                                    AC69900520 
RUA B                                                                   TERMINAL CADEIA VELHA                                                   RIO BRANCO                                                              ACRE                                                                    AC69900530 
RUA C                                                                   TERMINAL CADEIA VELHA                                                   RIO BRANCO                                                              ACRE                                                                    AC69900540 
RUA D                                                                   TERMINAL CADEIA VELHA                                                   RIO BRANCO                                                              ACRE                                                                    AC69900550 
RUA F                                                                   TERMINAL CADEIA VELHA                                                   RIO BRANCO                                                              ACRE                                                                    AC69900570 
RUA G                                                                   TERMINAL CADEIA VELHA                                                   RIO BRANCO                                                              ACRE                                                                    AC69900580 
RUA H                                                                   TERMINAL CADEIA VELHA                                                   RIO BRANCO                                                              ACRE                                                                    AC69900590 
RUA J                                                                   TERMINAL CADEIA VELHA                                                   RIO BRANCO                                                              ACRE                                                                    AC69900610 
RUA K                                                                   TERMINAL CADEIA VELHA                                                   RIO BRANCO                                                              ACRE                                                                    AC69900620 
RUA L                                                                   TERMINAL CADEIA VELHA                                                   RIO BRANCO                                                              ACRE                                                                    AC69900630 
RUA M                                                                   TERMINAL CADEIA VELHA                                                   RIO BRANCO                                                              ACRE                                                                    AC69900640 
RUA N                                                                   TERMINAL CADEIA VELHA                                                   RIO BRANCO                                                              ACRE                                                                    AC69900650 
RUA O                                                                   TERMINAL CADEIA VELHA                                                   RIO BRANCO                                                              ACRE                                                                    AC69900665 
RUA P                                                                   TERMINAL CADEIA VELHA                                                   RIO BRANCO                                                              ACRE                                                                    AC69900670 
RUA Q                                                                   TERMINAL CADEIA VELHA                                                   RIO BRANCO                                                              ACRE                                                                    AC69900680 
RUA R                                                                   TERMINAL CADEIA VELHA                                                   RIO BRANCO                                                              ACRE                                                                    AC69900690 
RUA S                                                                   TERMINAL CADEIA VELHA                                                   RIO BRANCO                                                              ACRE                                                                    AC69900700 
RUA T                                                                   TERMINAL CADEIA VELHA                                                   RIO BRANCO                                                              ACRE                                                                    AC69900710 
RUA V                                                                   TERMINAL CADEIA VELHA                                                   RIO BRANCO                                                              ACRE                                                                    AC69900720 
RUA E                                                                   TERMINAL CADEIA VELHA                                                   RIO BRANCO                                                              ACRE                                                                    AC69900560 
RUA I                                                                   TERMINAL CADEIA VELHA                                                   RIO BRANCO                                                              ACRE                                                                    AC69900600 
RODOVIA AC-040                                                          TRIÂNGULO                                                               RIO BRANCO                                                              ACRE                                                                    AC69901365 
RUA GUARANI                                                             TRIÂNGULO                                                               RIO BRANCO                                                              ACRE                                                                    AC69901345 
TRAVESSA JOSÉ CUNHA                                                     TRIÂNGULO                                                               RIO BRANCO                                                              ACRE                                                                    AC69902050 
RUA MARIA DE LOURDES                                                    TRIÂNGULO                                                               RIO BRANCO                                                              ACRE                                                                    AC69902040 
